filename,prov,str_num1,str_num2,str_num3,str_num4,str_num5,str_num6,rdx,rdy,ldx,ldy,lux,luy,rux,ruy
816.0,0,0,3,16,33,33,26,440,644,197,642,195,561,438,563
817.0,0,0,27,24,24,32,25,499,478,248,475,251,397,502,400
818.0,0,0,33,7,25,25,24,484,651,260,558,253,473,477,566
819.0,11,8,16,27,4,32,29,394,604,201,600,204,529,397,533
820.0,0,0,8,30,26,24,21,532,514,287,524,285,442,530,432
821.0,0,0,20,33,26,28,7,465,553,167,597,162,484,460,440
822.0,0,0,15,16,25,32,30,455,546,231,532,223,456,447,470
823.0,0,0,19,1,32,24,29,572,575,326,561,335,479,581,493
824.0,0,0,26,32,0,0,33,519,584,218,533,204,444,505,495
825.0,0,0,32,30,24,14,28,422,537,160,541,173,444,435,440
826.0,0,0,4,21,24,25,30,438,572,201,585,207,506,444,493
827.0,0,0,6,32,30,27,3,509,671,219,604,217,503,507,570
828.0,0,0,32,2,30,24,27,563,412,272,469,275,343,566,286
829.0,0,0,25,26,24,31,24,349,546,248,537,251,495,352,504
830.0,0,0,21,27,24,26,26,345,497,107,507,102,419,340,409
831.0,0,0,20,24,26,30,15,506,655,289,660,288,592,505,587
832.0,0,0,15,24,24,30,3,482,611,231,604,235,535,486,542
833.0,0,0,25,33,33,24,30,542,605,156,563,157,446,543,488
834.0,0,0,28,31,5,30,32,497,697,164,668,158,567,491,596
835.0,19,16,4,27,17,27,29,423,370,205,361,203,289,421,298
836.0,0,0,33,9,32,24,33,443,504,316,510,313,462,440,456
837.0,0,0,6,30,25,33,10,480,555,196,545,195,458,479,468
838.0,0,0,15,25,15,25,27,595,572,338,584,347,507,604,495
839.0,0,0,20,32,30,25,22,500,541,192,590,223,494,531,445
840.0,0,0,21,29,21,29,33,496,442,262,447,261,367,495,362
841.0,0,0,25,31,29,26,33,614,382,422,383,417,320,609,319
842.0,0,0,6,29,0,29,32,498,605,211,612,209,517,496,510
843.0,0,0,5,29,29,29,8,450,618,230,564,213,481,433,535
844.0,0,5,0,0,24,25,29,638,505,394,443,391,356,635,418
845.0,0,0,26,21,29,33,31,527,610,314,599,309,527,522,538
846.0,0,0,19,29,24,29,28,516,603,244,569,232,481,504,515
847.0,0,0,15,18,24,31,24,564,366,422,375,419,325,561,316
848.0,0,0,0,29,24,29,28,430,614,205,539,166,441,391,516
849.0,0,0,11,26,30,24,2,565,466,323,436,302,347,544,377
850.0,0,0,17,29,29,28,17,492,601,285,557,271,478,478,522
851.0,0,0,22,10,27,27,25,521,642,243,632,244,536,522,546
852.0,0,0,15,29,26,31,10,532,563,227,574,215,489,520,478
853.0,0,0,20,6,30,33,28,496,525,208,534,200,444,488,435
854.0,0,0,13,25,24,26,16,580,514,329,499,334,426,585,441
855.0,0,0,19,30,32,26,25,482,605,211,593,189,507,460,519
856.0,0,0,4,6,33,30,33,526,555,197,559,180,474,509,470
857.0,0,0,14,8,24,29,29,437,561,148,558,132,462,421,465
858.0,0,0,9,30,0,30,24,503,577,165,589,163,472,501,460
859.0,0,0,30,29,31,6,24,526,562,325,520,317,438,518,480
860.0,10,4,33,4,12,30,27,434,388,181,424,198,336,451,300
861.0,0,0,33,5,30,29,24,581,649,280,675,292,570,593,544
862.0,0,0,22,1,25,24,25,557,622,307,615,315,531,565,538
863.0,0,0,15,32,32,32,21,385,385,213,374,199,310,371,321
864.0,0,0,1,27,33,27,3,426,475,248,477,246,419,424,417
865.0,0,0,23,30,23,26,25,402,602,161,552,153,461,394,511
866.0,0,0,6,24,5,32,27,459,639,222,603,217,523,454,559
867.0,0,0,17,28,29,29,17,504,575,314,556,307,485,497,504
868.0,0,0,19,26,29,24,33,437,547,245,548,246,480,438,479
869.0,0,0,20,27,16,33,32,246,585,79,530,77,453,244,508
870.0,10,0,8,32,31,30,20,493,470,182,478,182,389,493,381
871.0,0,0,28,32,21,32,25,406,744,145,735,132,649,393,658
872.0,0,0,16,31,21,27,27,418,656,217,657,217,592,418,591
873.0,0,0,3,33,30,33,8,558,602,200,628,203,498,561,472
874.0,0,0,24,32,6,31,32,554,614,245,610,256,499,565,503
875.0,0,0,24,8,25,33,30,419,603,210,582,180,505,389,526
876.0,0,0,29,24,10,33,26,582,572,181,574,182,435,583,433
877.0,0,0,0,30,33,31,8,463,583,235,586,242,493,470,490
878.0,0,0,21,27,8,33,25,467,551,269,548,273,480,471,483
879.0,0,0,5,8,26,24,30,525,496,217,500,219,403,527,399
880.0,0,1,6,6,29,25,29,543,550,263,565,270,477,550,462
881.0,0,0,26,29,29,21,25,506,514,243,509,221,428,484,433
882.0,0,0,5,20,32,31,24,525,594,257,590,256,498,524,502
883.0,10,1,33,15,13,26,24,503,513,252,493,244,408,495,428
884.0,0,12,22,21,27,27,24,565,671,352,637,336,551,549,585
885.0,0,0,0,31,30,30,17,454,545,241,548,239,477,452,474
886.0,0,0,0,5,27,27,29,474,523,175,558,187,454,486,419
887.0,0,12,17,8,31,32,33,404,580,215,571,209,501,398,510
888.0,0,0,3,25,24,30,5,490,626,183,615,187,513,494,524
889.0,0,0,5,8,24,26,24,538,545,262,554,270,453,546,444
890.0,0,0,5,23,30,29,28,549,593,242,619,240,515,547,489
891.0,0,0,3,32,24,32,1,632,402,354,398,349,308,627,312
892.0,0,0,10,19,24,26,33,471,640,181,632,153,529,443,537
893.0,0,0,32,32,27,0,32,553,617,210,550,201,454,544,521
894.0,0,0,15,33,31,32,23,540,479,340,499,352,437,552,417
895.0,0,0,2,24,13,26,26,562,453,353,482,353,402,562,373
896.0,0,0,0,27,32,27,31,518,561,346,564,345,502,517,499
897.0,0,0,24,14,26,24,24,648,656,342,657,354,549,660,548
898.0,4,5,2,29,26,32,3,597,556,130,582,136,465,603,439
899.0,0,0,6,24,27,26,32,421,605,222,613,230,533,429,525
900.0,0,0,29,27,25,17,26,446,633,173,635,178,544,451,542
901.0,0,0,7,25,24,27,4,407,538,162,538,136,454,381,454
902.0,0,0,12,3,29,26,29,450,627,189,560,161,466,422,533
903.0,0,0,1,20,25,26,30,432,546,246,534,232,463,418,475
904.0,0,0,16,24,32,29,7,505,549,158,572,191,454,538,431
905.0,0,0,6,32,29,25,32,483,656,224,676,225,575,484,555
906.0,0,0,6,23,26,33,25,498,507,333,503,336,448,501,452
907.0,0,0,18,8,29,24,25,498,523,260,533,258,445,496,435
908.0,0,0,32,8,25,28,31,542,532,316,540,313,472,539,464
909.0,0,7,22,25,24,30,5,484,574,199,565,195,476,480,485
910.0,0,0,17,15,31,24,26,389,428,115,425,117,325,391,328
911.0,0,0,3,12,30,30,26,485,667,282,683,277,602,480,586
912.0,0,3,32,32,32,32,26,462,569,249,574,250,495,463,490
913.0,0,0,24,6,30,32,32,460,646,230,630,223,554,453,570
914.0,0,0,31,23,32,32,31,454,511,168,505,168,411,454,417
915.0,0,0,9,30,4,29,32,519,549,240,544,208,461,487,466
916.0,0,0,18,15,30,29,33,525,580,283,591,281,507,523,496
917.0,0,0,3,29,32,24,16,433,611,212,602,213,528,434,537
918.0,0,0,7,30,25,26,17,570,564,250,607,275,501,595,458
919.0,0,0,16,8,28,27,30,541,511,335,509,321,433,527,435
920.0,0,0,27,32,33,22,33,415,402,227,380,225,315,413,337
921.0,0,0,33,27,5,33,30,595,717,243,668,244,566,596,615
922.0,0,12,21,23,25,25,27,504,611,191,591,178,492,491,512
923.0,0,0,1,33,7,24,30,449,561,321,557,318,509,446,513
924.0,0,0,6,30,33,31,22,604,500,346,523,349,427,607,404
925.0,0,0,7,32,24,33,23,284,431,161,414,151,359,274,376
926.0,0,0,3,25,24,27,30,564,378,385,364,380,293,559,307
927.0,0,0,9,11,29,32,24,451,558,241,571,247,471,457,458
928.0,0,0,17,19,28,32,32,476,528,230,571,244,494,490,451
929.0,0,0,25,28,0,24,32,586,458,272,470,273,365,587,353
930.0,0,0,5,30,30,25,5,452,595,282,571,285,513,455,537
931.0,0,0,6,24,3,29,31,487,602,312,581,321,514,496,535
932.0,0,0,3,3,26,33,26,411,635,184,627,175,553,402,561
933.0,0,0,24,27,32,31,29,380,576,101,561,82,473,361,488
934.0,0,0,13,33,8,24,24,464,567,174,560,178,463,468,470
935.0,0,0,16,25,27,25,9,465,528,256,532,253,448,462,444
936.0,0,0,4,32,29,26,22,565,634,284,555,267,454,548,533
937.0,0,0,33,5,30,33,33,498,537,289,462,282,367,491,442
938.0,0,0,19,0,24,30,29,509,619,236,601,198,514,471,532
939.0,0,0,2,30,31,25,3,453,574,237,571,239,497,455,500
940.0,0,0,31,31,21,33,24,471,558,233,556,234,476,472,478
941.0,0,0,5,7,25,27,30,440,584,192,579,195,492,443,497
942.0,0,0,1,29,33,26,25,312,459,70,451,66,376,308,384
943.0,0,0,28,26,9,27,27,549,588,264,676,254,555,539,467
944.0,0,0,4,27,27,31,25,521,620,240,610,241,522,522,532
945.0,0,0,22,24,7,27,32,617,616,462,589,464,534,619,561
946.0,0,0,1,33,30,33,17,471,742,135,710,132,614,468,646
947.0,0,0,10,28,28,30,0,376,467,202,476,210,413,384,404
948.0,0,0,3,31,3,31,27,449,595,200,606,200,525,449,514
949.0,0,0,25,13,31,32,29,479,583,287,584,288,518,480,517
950.0,0,0,24,25,1,32,27,435,381,209,441,200,336,426,276
951.0,0,0,29,11,27,24,27,498,525,265,527,263,453,496,451
952.0,0,0,3,30,25,31,22,433,504,184,563,190,484,439,425
953.0,0,0,29,29,29,11,32,493,653,290,722,294,639,497,570
954.0,0,0,32,33,21,26,33,540,640,309,614,319,530,550,556
955.0,0,0,6,24,31,31,21,438,545,208,525,186,444,416,464
956.0,0,0,13,19,33,25,24,511,551,210,543,202,453,503,461
957.0,0,0,21,17,27,24,26,504,693,173,696,180,598,511,595
958.0,0,0,19,24,24,32,29,628,441,398,441,406,352,636,352
959.0,0,0,25,31,4,26,26,501,568,309,571,310,498,502,495
960.0,0,0,32,18,33,27,26,393,573,140,607,137,518,390,484
961.0,0,0,10,30,12,24,29,333,586,87,538,79,452,325,500
962.0,0,0,16,24,10,30,29,480,593,241,595,247,497,486,495
963.0,0,0,9,17,26,27,28,533,567,154,560,131,447,510,454
964.0,0,0,21,27,10,33,29,609,616,331,619,332,518,610,515
965.0,0,0,8,25,32,31,8,430,581,254,581,257,506,433,506
966.0,0,0,11,21,32,25,33,536,607,143,603,139,494,532,498
967.0,0,0,10,33,22,25,29,459,602,218,594,212,522,453,530
968.0,0,0,6,25,24,33,8,619,606,184,614,168,515,603,507
969.0,0,0,16,19,31,26,29,504,567,254,568,248,492,498,491
970.0,0,0,30,12,30,33,32,354,553,93,550,83,472,344,475
971.0,0,0,3,25,30,33,21,486,562,239,551,217,469,464,480
972.0,0,16,20,24,33,25,31,490,359,348,356,349,308,491,311
973.0,0,0,28,30,18,26,26,474,504,262,525,265,443,477,422
974.0,0,0,13,30,24,24,0,434,565,232,546,230,482,432,501
975.0,0,0,7,32,23,32,30,536,544,260,544,255,462,531,462
976.0,0,0,2,27,4,24,33,419,520,189,523,174,447,404,444
977.0,0,0,27,14,25,31,24,441,624,177,636,174,546,438,534
978.0,0,0,28,27,29,28,30,520,630,237,559,231,469,514,540
979.0,0,0,13,32,31,32,25,542,487,159,501,162,372,545,358
980.0,0,0,24,20,28,26,26,549,521,355,507,346,439,540,453
981.0,0,0,16,0,24,27,27,507,546,261,564,267,460,513,442
982.0,0,0,24,33,2,33,32,473,580,267,577,261,506,467,509
983.0,0,0,31,32,31,14,24,538,591,252,579,271,467,557,479
984.0,0,0,26,29,10,33,32,376,525,144,488,134,404,366,441
985.0,0,0,5,24,29,29,19,480,554,262,515,248,433,466,472
986.0,0,0,5,26,17,26,30,332,539,216,541,216,501,332,499
987.0,0,0,21,24,30,30,8,422,581,249,576,247,519,420,524
988.0,11,8,32,17,9,29,26,461,451,192,470,194,387,463,368
989.0,0,0,15,32,22,24,32,460,568,247,579,251,508,464,497
990.0,0,0,24,24,29,30,33,475,572,268,583,267,510,474,499
991.0,0,0,29,33,26,2,24,478,738,177,670,160,568,461,636
992.0,0,5,4,32,33,24,33,481,569,221,561,245,452,505,460
993.0,0,0,24,32,16,26,33,548,598,244,594,240,511,544,515
994.0,0,0,29,32,13,32,33,514,603,219,597,224,495,519,501
995.0,0,0,8,22,26,26,32,515,527,366,535,362,485,511,477
996.0,0,0,17,32,16,27,27,392,501,146,504,142,421,388,418
997.0,0,0,26,7,26,27,26,424,532,247,530,250,472,427,474
998.0,0,0,5,30,33,32,30,451,530,187,508,186,405,450,427
999.0,0,2,6,20,29,32,33,444,583,219,563,208,482,433,502
1000.0,0,0,25,30,16,31,31,540,568,266,548,244,460,518,480
1001.0,0,0,30,24,8,25,30,358,520,163,543,177,470,372,447
1002.0,0,0,27,29,32,31,24,486,581,203,562,190,480,473,499
1003.0,0,0,0,17,33,27,27,424,715,150,664,117,540,391,591
1004.0,0,0,20,32,32,32,20,460,594,227,602,232,511,465,503
1005.0,0,0,9,9,24,25,27,481,604,197,583,179,495,463,516
1006.0,0,0,0,2,28,30,32,463,482,291,482,290,424,462,424
1007.0,0,0,22,25,27,25,20,504,580,208,581,205,503,501,502
1008.0,0,0,32,31,32,3,32,565,643,173,620,172,500,564,523
1009.0,0,0,1,26,20,31,32,477,591,240,591,239,518,476,518
1010.0,0,0,10,31,22,31,32,474,501,150,499,153,391,477,393
1011.0,0,0,9,18,25,30,32,466,580,215,571,191,497,442,506
1012.0,0,0,21,28,27,24,33,463,549,326,529,327,481,464,501
1013.0,0,0,21,16,31,26,27,522,546,353,541,356,479,525,484
1014.0,0,0,3,27,32,27,22,472,416,320,416,318,365,470,365
1015.0,0,0,20,9,26,32,24,402,595,219,590,229,521,412,526
1016.0,0,0,14,28,29,27,29,525,700,302,700,302,624,525,624
1017.0,0,0,7,29,30,25,15,536,587,167,601,169,476,538,462
1018.0,0,0,31,32,24,0,33,479,497,276,504,284,438,487,431
1019.0,0,0,9,29,32,32,25,403,648,159,622,137,521,381,547
1020.0,11,0,29,29,31,23,17,548,429,293,438,292,359,547,350
1021.0,0,0,25,29,22,33,27,476,526,242,524,264,439,498,441
1022.0,0,0,2,12,30,26,32,484,568,310,560,312,500,486,508
1023.0,0,0,2,29,31,26,3,474,573,301,571,305,508,478,510
1024.0,0,0,32,25,30,8,24,412,724,65,678,46,577,393,623
1025.0,0,0,18,25,16,24,32,547,525,156,533,147,429,538,421
1026.0,0,0,21,2,27,33,24,457,560,157,564,159,465,459,461
1027.0,0,12,16,27,16,27,32,505,586,217,542,197,447,485,491
1028.0,0,0,25,26,2,30,33,519,551,189,600,186,492,516,443
1029.0,0,0,11,28,29,30,16,482,545,245,518,223,436,460,463
1030.0,0,0,7,29,26,32,33,466,649,193,624,184,531,457,556
1031.0,0,0,0,26,31,26,15,469,591,257,603,263,521,475,509
1032.0,0,1,23,15,31,33,32,454,579,198,431,190,323,446,471
1033.0,0,0,29,31,15,24,25,480,587,210,603,209,515,479,499
1034.0,0,12,32,15,30,24,33,532,567,234,531,214,436,512,472
1035.0,0,0,6,19,24,26,25,480,566,239,580,255,499,496,485
1036.0,0,0,17,20,30,29,33,519,509,193,526,206,435,532,418
1037.0,0,0,10,32,7,32,24,559,567,197,563,160,486,522,490
1038.0,0,0,12,5,25,26,33,433,531,240,526,253,447,446,452
1039.0,0,0,30,27,25,25,25,509,629,291,611,288,535,506,553
1040.0,0,0,16,16,27,25,29,439,558,151,507,130,408,418,459
1041.0,0,0,8,7,33,32,30,564,362,455,360,456,321,565,323
1042.0,0,0,25,26,15,32,32,379,587,73,596,68,506,374,497
1043.0,0,0,20,24,4,30,32,537,574,268,588,267,496,536,482
1044.0,0,0,10,26,33,25,20,557,601,395,616,391,555,553,540
1045.0,0,16,20,25,29,30,31,458,562,266,557,267,495,459,500
1046.0,0,0,6,20,32,26,25,480,602,283,574,257,493,454,521
1047.0,0,0,11,20,28,26,33,483,522,347,521,344,480,480,481
1048.0,0,0,23,20,31,27,25,473,567,227,574,221,499,467,492
1049.0,0,0,17,24,25,31,22,512,585,275,569,264,493,501,509
1050.0,0,0,11,24,32,30,4,506,573,262,578,232,507,476,502
1051.0,0,0,17,23,28,24,24,550,581,190,573,159,484,519,492
1052.0,0,0,13,30,25,30,7,489,602,187,604,185,516,487,514
1053.0,0,0,0,31,24,33,24,587,477,446,474,451,422,592,425
1054.0,0,7,16,33,29,33,31,545,505,251,512,253,414,547,407
1055.0,0,0,1,27,25,27,5,569,597,369,459,378,354,578,492
1056.0,0,0,19,19,32,25,26,407,612,203,630,206,557,410,539
1057.0,0,0,0,26,24,30,20,553,411,335,416,335,347,553,342
1058.0,0,0,29,26,1,1,33,468,582,117,608,108,504,459,478
1059.0,0,0,33,31,18,30,32,477,589,291,558,279,489,465,520
1060.0,0,0,26,27,4,30,27,468,593,190,602,187,523,465,514
1061.0,0,0,31,33,25,29,24,440,526,155,528,157,430,442,428
1062.0,0,0,21,31,26,26,26,597,487,365,475,360,404,592,416
1063.0,3,5,26,25,25,10,29,580,548,455,549,453,508,578,507
1064.0,0,0,1,32,20,30,24,486,593,219,589,229,503,496,507
1065.0,0,0,30,24,0,24,31,406,520,244,517,246,459,408,462
1066.0,0,0,17,23,27,33,25,493,584,223,575,215,489,485,498
1067.0,15,0,27,33,30,11,29,554,594,250,593,250,490,554,491
1068.0,0,0,28,13,29,32,26,299,494,108,481,113,416,304,429
1069.0,0,0,3,25,10,33,25,480,596,234,595,228,518,474,519
1070.0,0,0,11,33,26,31,2,581,655,118,574,79,457,542,538
1071.0,0,0,25,12,33,26,26,482,443,209,454,204,368,477,357
1072.0,11,4,12,3,27,24,26,473,531,279,527,269,464,463,468
1073.0,0,0,23,1,30,26,32,438,584,176,587,179,504,441,501
1074.0,0,0,26,33,29,16,27,486,471,164,451,163,359,485,379
1075.0,0,0,15,17,25,30,25,640,537,406,551,397,475,631,461
1076.0,0,0,31,14,32,24,24,399,591,146,562,126,466,379,495
1077.0,0,0,29,29,28,0,32,515,470,175,461,176,361,516,370
1078.0,0,0,17,29,24,29,21,534,564,288,533,274,445,520,476
1079.0,0,0,33,15,25,32,32,485,590,289,595,289,525,485,520
1080.0,0,0,25,30,27,33,28,485,539,263,545,263,468,485,462
1081.0,0,0,1,19,29,26,31,396,549,224,555,223,497,395,491
1082.0,0,0,1,32,9,25,32,478,566,267,568,266,502,477,500
1083.0,0,0,25,32,28,25,33,342,410,92,401,85,316,335,325
1084.0,0,0,18,8,25,32,31,538,605,244,605,246,500,540,500
1085.0,0,0,12,32,26,27,3,495,593,268,588,271,508,498,513
1086.0,0,0,23,9,33,29,27,478,541,245,539,229,459,462,461
1087.0,0,0,32,25,17,30,32,465,542,132,548,128,437,461,431
1088.0,22,0,6,20,25,32,28,350,586,119,566,88,488,319,508
1089.0,0,0,10,26,20,27,31,515,584,233,576,215,483,497,491
1090.0,0,0,22,28,30,26,7,607,556,311,583,315,464,611,437
1091.0,0,0,21,1,33,33,32,474,638,225,584,213,501,462,555
1092.0,0,0,21,13,29,32,27,483,702,125,669,105,562,463,595
1093.0,0,0,6,18,30,30,32,387,525,178,526,180,457,389,456
1094.0,0,0,15,19,24,31,24,427,663,188,665,190,574,429,572
1095.0,0,0,29,18,33,30,33,499,628,238,622,255,542,516,548
1096.0,0,0,13,0,24,30,30,417,635,162,621,158,540,413,554
1097.0,0,0,11,29,15,24,29,451,645,151,589,137,481,437,537
1098.0,0,0,23,30,25,27,30,365,541,108,533,86,459,343,467
1099.0,0,13,31,31,30,31,27,481,532,187,525,187,440,481,447
1100.0,0,0,32,0,25,25,29,421,613,145,655,146,561,422,519
1101.0,0,0,33,29,3,26,31,450,691,257,667,257,598,450,622
1102.0,4,0,20,29,7,30,29,463,522,278,529,278,465,463,458
1103.0,0,0,30,14,27,31,32,539,447,147,471,144,338,536,314
1104.0,0,0,33,14,27,33,27,363,560,127,552,124,478,360,486
1105.0,0,0,13,32,31,32,3,514,650,342,659,356,594,528,585
1106.0,0,0,33,3,25,25,27,537,504,314,497,318,422,541,429
1107.0,0,0,24,31,15,26,27,465,606,255,565,227,495,437,536
1108.0,0,0,9,5,27,27,30,454,584,259,598,252,530,447,516
1109.0,0,0,2,14,32,27,31,458,415,239,356,234,272,453,331
1110.0,0,0,21,17,29,28,28,446,574,254,538,254,471,446,507
1111.0,0,0,30,11,26,26,32,464,560,92,574,94,448,466,434
1112.0,0,0,19,0,25,24,26,466,635,203,599,179,506,442,542
1113.0,0,0,6,30,24,32,16,567,560,340,521,319,438,546,477
1114.0,0,0,16,14,26,26,32,351,506,119,464,105,373,337,415
1115.0,0,0,25,10,31,32,33,502,641,216,600,203,507,489,548
1116.0,11,6,14,25,27,29,11,600,493,258,491,255,379,597,381
1117.0,0,7,19,33,33,24,27,506,683,262,690,264,594,508,587
1118.0,0,4,20,11,32,33,24,574,636,234,602,210,493,550,527
1119.0,0,0,13,25,24,31,8,611,483,350,488,355,383,616,378
1120.0,0,0,24,26,25,33,31,426,479,207,499,195,429,414,409
1121.0,0,0,31,27,27,4,25,504,578,153,610,143,490,494,458
1122.0,0,0,5,29,10,30,24,553,632,336,632,340,551,557,551
1123.0,0,0,23,22,32,27,32,475,551,257,541,231,462,449,472
1124.0,0,0,0,33,31,33,23,464,602,300,603,304,539,468,538
1125.0,0,0,10,19,32,29,26,468,614,229,604,232,522,471,532
1126.0,0,0,25,33,26,31,31,510,691,216,721,220,619,514,589
1127.0,0,3,7,29,24,24,27,319,615,96,563,76,481,299,533
1128.0,0,0,15,29,32,33,19,426,571,208,584,221,511,439,498
1129.0,0,0,28,18,33,24,26,538,504,264,572,249,458,523,390
1130.0,0,0,13,30,30,30,20,434,645,113,643,104,552,425,554
1131.0,0,0,20,17,26,24,24,422,507,173,512,170,432,419,427
1132.0,0,7,22,32,24,32,2,557,584,276,585,276,492,557,491
1133.0,0,0,32,22,29,30,33,407,563,231,587,245,515,421,491
1134.0,0,0,23,25,22,27,30,409,507,223,522,217,456,403,441
1135.0,0,0,0,25,29,24,24,588,575,328,611,348,534,608,498
1136.0,0,0,33,31,33,18,29,521,491,300,501,296,430,517,420
1137.0,0,0,1,7,30,25,28,429,395,185,400,184,311,428,306
1138.0,0,0,1,30,32,29,23,574,594,172,617,167,480,569,457
1139.0,0,0,19,30,32,29,25,407,694,177,648,172,562,402,608
1140.0,0,0,15,24,24,33,9,461,630,204,602,174,516,431,544
1141.0,0,0,23,33,3,30,30,429,490,280,467,281,411,430,434
1142.0,0,0,30,24,20,31,24,450,621,260,583,252,514,442,552
1143.0,0,0,3,33,32,28,0,464,575,236,554,231,477,459,498
1144.0,0,0,9,31,26,30,18,422,567,245,565,248,505,425,507
1145.0,0,0,20,8,28,27,27,561,583,194,576,192,470,559,477
1146.0,0,0,20,27,26,27,19,505,626,159,622,128,514,474,518
1147.0,0,0,29,32,33,29,27,481,588,281,530,282,460,482,518
1148.0,0,0,11,30,28,29,22,528,561,200,554,195,459,523,466
1149.0,0,15,8,9,25,31,26,596,630,337,633,349,536,608,533
1150.0,0,0,10,32,26,32,6,580,606,193,597,203,492,590,501
1151.0,0,0,29,28,32,15,32,447,598,197,650,210,574,460,522
1152.0,0,0,6,28,24,32,20,512,560,273,546,236,465,475,479
1153.0,0,0,27,32,1,26,31,524,549,268,490,243,396,499,455
1154.0,0,9,2,29,25,31,22,525,569,207,564,198,467,516,472
1155.0,0,0,26,13,32,33,32,495,554,254,566,252,490,493,478
1156.0,0,0,24,33,15,27,32,462,537,250,514,241,440,453,463
1157.0,0,0,14,25,26,25,32,427,602,195,647,218,556,450,511
1158.0,0,0,23,32,20,29,32,665,651,350,551,329,445,644,545
1159.0,0,0,13,1,25,31,33,444,543,262,531,267,466,449,478
1160.0,0,0,2,33,29,32,32,470,374,316,377,314,325,468,322
1161.0,0,0,11,29,29,29,18,432,634,194,673,188,577,426,538
1162.0,0,0,33,33,33,28,24,408,611,195,604,186,531,399,538
1163.0,0,0,7,10,24,25,29,534,666,357,641,354,577,531,602
1164.0,0,0,3,3,33,24,31,548,686,247,661,240,563,541,588
1165.0,0,0,26,11,29,32,26,553,510,318,518,323,437,558,429
1166.0,0,0,18,29,30,29,30,470,525,205,540,207,440,472,425
1167.0,0,0,11,24,30,33,13,415,608,95,568,85,473,405,513
1168.0,16,0,26,31,20,13,25,421,560,268,522,266,454,419,492
1169.0,0,0,16,14,31,26,33,539,394,246,404,243,318,536,308
1170.0,0,0,23,22,30,32,30,433,584,182,563,180,481,431,502
1171.0,0,0,12,6,31,29,31,412,562,233,564,233,507,412,505
1172.0,0,0,7,25,25,24,16,562,505,320,509,329,407,571,403
1173.0,0,0,20,31,19,25,32,610,580,183,541,165,439,592,478
1174.0,0,0,20,10,29,33,32,490,577,316,572,315,514,489,519
1175.0,0,0,15,29,26,31,6,497,514,198,509,190,426,489,431
1176.0,0,0,21,29,7,33,27,447,410,305,404,307,347,449,353
1177.0,0,0,26,27,32,27,31,462,547,223,517,206,436,445,466
1178.0,0,0,1,13,32,32,24,550,441,224,446,197,354,523,349
1179.0,0,0,19,32,31,31,31,477,576,243,557,229,488,463,507
1180.0,0,0,17,29,24,25,6,523,652,252,635,250,553,521,570
1181.0,0,0,29,2,24,29,32,534,561,233,562,226,473,527,472
1182.0,0,0,30,33,32,20,29,538,612,124,618,124,483,538,477
1183.0,0,0,10,28,22,24,24,495,474,277,467,279,394,497,401
1184.0,0,0,23,27,16,31,31,504,569,310,562,313,499,507,506
1185.0,0,0,8,33,23,25,29,431,565,188,575,195,488,438,478
1186.0,0,0,5,13,30,26,31,500,458,262,456,259,380,497,382
1187.0,0,3,16,30,24,31,30,398,416,127,411,132,319,403,324
1188.0,0,0,21,16,25,25,28,538,613,271,553,245,444,512,504
1189.0,0,0,6,32,30,24,32,541,625,266,684,275,591,550,532
1190.0,0,0,4,30,31,31,0,428,525,227,517,221,457,422,465
1191.0,0,0,22,32,32,25,7,542,705,315,622,290,537,517,620
1192.0,0,0,20,27,26,26,4,492,571,251,564,234,477,475,484
1193.0,0,0,26,23,32,30,29,597,626,191,628,193,490,599,488
1194.0,0,0,5,13,32,32,27,401,615,146,627,155,553,410,541
1195.0,0,0,23,21,29,30,32,499,627,285,621,288,546,502,552
1196.0,0,0,5,10,31,31,33,538,565,291,503,279,424,526,486
1197.0,0,10,19,20,24,24,27,447,520,339,517,339,480,447,483
1198.0,0,0,5,4,32,25,26,451,563,241,542,225,468,435,489
1199.0,0,0,19,30,24,30,17,341,605,55,569,66,465,352,501
1200.0,0,0,16,28,7,30,33,555,484,309,478,290,401,536,407
1201.0,0,0,31,30,30,22,27,453,600,198,574,184,487,439,513
1202.0,0,0,30,5,28,28,30,414,517,209,527,210,457,415,447
1203.0,0,0,26,30,17,26,32,435,552,269,563,260,493,426,482
1204.0,0,0,32,30,13,29,26,570,594,271,545,253,448,552,497
1205.0,0,0,9,30,26,29,28,490,592,254,580,253,508,489,520
1206.0,0,0,30,27,0,30,32,428,563,240,546,217,477,405,494
1207.0,0,0,27,15,27,24,32,412,367,255,358,257,301,414,310
1208.0,0,0,2,29,3,32,29,363,550,88,509,86,415,361,456
1209.0,0,0,7,6,26,33,30,506,602,309,581,291,513,488,534
1210.0,0,0,27,25,25,3,26,476,581,209,610,217,520,484,491
1211.0,0,0,29,27,27,7,33,499,567,246,561,250,475,503,481
1212.0,0,0,16,27,8,32,33,371,592,199,587,213,525,385,530
1213.0,0,0,24,31,27,3,26,440,596,174,524,163,421,429,493
1214.0,0,0,21,24,27,24,27,576,609,287,608,288,511,577,512
1215.0,0,0,15,22,26,32,27,450,580,180,573,179,488,449,495
1216.0,0,0,5,3,29,32,24,519,657,274,645,281,559,526,571
1217.0,0,0,21,13,25,33,26,374,372,166,386,195,311,403,297
1218.0,0,0,1,1,25,25,24,484,603,302,611,301,546,483,538
